solute_name,solvent_name,temperature,pressure,solubility
β-Cyclodextrin,Water/2-Propanol(mol% = 100),25 °C,Not found,0.00 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 0),30 °C,Not found,2.30 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 5),30 °C,Not found,5.61 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 10),30 °C,Not found,8.30 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 15),30 °C,Not found,10.70 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 20),30 °C,Not found,11.40 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 25),30 °C,Not found,11.90 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 30),30 °C,Not found,11.60 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 40),30 °C,Not found,8.00 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 50),30 °C,Not found,3.99 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 60),30 °C,Not found,1.60 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 70),30 °C,Not found,0.50 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 80),30 °C,Not found,0.20 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 90),30 °C,Not found,0.10 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 100),30 °C,Not found,0.00 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 0),35 °C,Not found,2.50 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 5),35 °C,Not found,6.30 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 10),35 °C,Not found,9.21 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 15),35 °C,Not found,11.60 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 20),35 °C,Not found,13.30 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 25),35 °C,Not found,14.20 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 30),35 °C,Not found,13.50 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 40),35 °C,Not found,9.20 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 50),35 °C,Not found,4.90 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 60),35 °C,Not found,1.82 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 70),35 °C,Not found,0.60 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 80),35 °C,Not found,0.20 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 90),35 °C,Not found,0.10 g/100 mL
β-Cyclodextrin,Water/2-Propanol(mol% = 100),35 °C,Not found,0.00 g/100 mL
