solute_name,solvent_name,temperature,pressure,solubility
L-lysine,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,14.6733 *10^-2  mol fraction
L-lysine,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,5.0789 *10^-2  mol fraction
L-lysine,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,2.4035 *10^-2  mol fraction
L-lysine,Ethanol(1.0000 mol%)-Water,298.15 K,0.1 MPa,0.6180 *10^-2  mol fraction
L-methionine,Ethanol(0.0000 mol%)-Water,298.15 K,0.1 MPa,0.6768 *10^-2  mol fraction
L-methionine,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,0.3135 *10^-2  mol fraction
L-methionine,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,0.2014 *10^-2  mol fraction
L-methionine,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,0.0859 *10^-2  mol fraction
L-phenylalanine,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,0.1994 *10^-2  mol fraction
L-phenylalanine,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,0.1994 *10^-2  mol fraction
L-phenylalanine,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,0.1478 *10^-2  mol fraction
L-phenylalanine,Ethanol(1.0000 mol%)-Water,298.15 K,0.1 MPa,0.0118 *10^-2  mol fraction
L-proline,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,21.6583 *10^-2  mol fraction
L-proline,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,15.5698 *10^-2  mol fraction
L-proline,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,13.9836 *10^-2  mol fraction
L-proline,Ethanol(1.0000 mol%)-Water,298.15 K,0.1 MPa,0.5176 *10^-2  mol fraction
L-tryptophan,Ethanol(0.0000 mol%)-Water,298.15 K,0.1 MPa,0.1034 *10^-2  mol fraction
L-tryptophan,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,0.1047 *10^-2  mol fraction
L-tryptophan,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,0.1691 *10^-2  mol fraction
L-tryptophan,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,0.1250 *10^-2  mol fraction
L-tryptophan,Ethanol(1.0000 mol%)-Water,298.15 K,0.1 MPa,0.0243 *10^-2  mol fraction
L-tyrosine,Ethanol(0.0000 mol%)-Water,298.15 K,0.1 MPa,0.0035 *10^-2  mol fraction
L-tyrosine,Ethanol(0.1153 mol%)-Water,298.15 K,0.1 MPa,0.0031 *10^-2  mol fraction
L-tyrosine,Ethanol(0.2811 mol%)-Water,298.15 K,0.1 MPa,0.0015 *10^-2  mol fraction
L-tyrosine,Ethanol(0.5398 mol%)-Water,298.15 K,0.1 MPa,0.0020 *10^-2  mol fraction
L-tyrosine,Ethanol(1.0000 mol%)-Water,298.15 K,0.1 MPa,0.0031 *10^-2  mol fraction
