solute_name,solvent_name,temperature,pressure,solubility
Nitrogen,1 M NaCl,125.0 ℃,305 atm,15.33 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,305 atm,22.23 x 10^-4 mol%
Nitrogen,4 M NaCl,125.0 ℃,305 atm,7.40 x 10^-4 mol%
CH4,4 M NaCl,125.0 ℃,305 atm,10.05 x 10^-4 mol%
Nitrogen,Water,125.0 ℃,405 atm,25.7 x 10^-4 mol%
CH4,Water,125.0 ℃,405 atm,34.3 x 10^-4 mol%
Nitrogen,1 M NaCl,125.0 ℃,405 atm,18.83 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,405 atm,26.0 x 10^-4 mol%
Nitrogen,4 M NaCl,125.0 ℃,405 atm,9.21 x 10^-4 mol%
CH4,4 M NaCl,125.0 ℃,405 atm,11.64 x 10^-4 mol%
Nitrogen,Water,125.0 ℃,507 atm,30.6 x 10^-4 mol%
CH4,Water,125.0 ℃,507 atm,39.6 x 10^-4 mol%
Nitrogen,1 M NaCl,125.0 ℃,507 atm,22.31 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,507 atm,29.4 x 10^-4 mol%
Nitrogen,4 M NaCl,125.0 ℃,507 atm,10.41 x 10^-4 mol%
CH4,4 M NaCl,125.0 ℃,507 atm,13.22 x 10^-4 mol%
Nitrogen,Water,125.0 ℃,608 atm,35.1 x 10^-4 mol%
CH4,Water,125.0 ℃,608 atm,43.0 x 10^-4 mol%
Nitrogen,1 M NaCl,125.0 ℃,608 atm,25.5 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,608 atm,32.5 x 10^-4 mol%
Nitrogen,4 M NaCl,125.0 ℃,608 atm,12.27 x 10^-4 mol%
CH4,4 M NaCl,125.0 ℃,608 atm,14.38 x 10^-4 mol%





